SK_ID_CURR,proba
149741,0.6464199440616468
363290,0.16585561617034417
436006,0.3338764779466897
377703,0.2060486930686193
188624,0.650230423086949
454397,0.27095470344808026
358007,0.19709721541886177
140209,0.37905222603668653
234837,0.1310106223159581
269983,0.3469631230639206
435574,0.16769802974930317
299809,0.5724373684172066
386485,0.20630023940574066
269948,0.2173371463679191
280976,0.4310122854360131
238068,0.1904281220705013
304049,0.32130159420942933
414990,0.22839815044035527
217203,0.19297594019479183
376182,0.05974434505813744
105944,0.2845231914817615
141357,0.20514881090113607
309630,0.13431084764188728
242368,0.2715332315411197
442101,0.3297268109246541
398068,0.18193586911444873
200440,0.37326624766598226
130746,0.1632823061405633
391997,0.10335309077320265
290025,0.14709631214573696
343846,0.22596839991320844
126485,0.47725685104155174
104163,0.4848957794144266
362585,0.48344969715554437
208568,0.2610174728352806
223220,0.22036180354875354
115449,0.09320300089244758
157918,0.16674225788232774
235847,0.4970949710368184
424643,0.46363951658913277
260115,0.08590968581164125
101029,0.21749930552136842
209683,0.3361915379671697
332916,0.2224482184077334
170649,0.20458261478532055
148754,0.36199858627594117
322016,0.2723030590746042
410057,0.10339492576888297
400391,0.453139120373753
303311,0.3128551417795899
306375,0.5716645112741464
349106,0.18756727805799964
276461,0.15889893885884096
410126,0.10554893394896105
150037,0.6305169024223469
454632,0.45057488339776663
174402,0.7412653302304293
261588,0.2064436182885913
348830,0.12135442155130242
340159,0.3254296686063343
389531,0.32285267522539446
162563,0.4123049212361905
334705,0.10003611704912126
304569,0.11375928658964793
310542,0.4030590820817848
308062,0.3158276628973194
261605,0.13242363331620305
322239,0.1346350036257416
117154,0.14282903629716986
364023,0.49203245101214765
348864,0.25157214603940453
345535,0.2452669588518245
228272,0.40786830667541274
418424,0.4861433741180287
383965,0.20235855310999123
145408,0.18851960815128643
427237,0.21998768132955895
264554,0.2799876986437043
174096,0.1473178839078375
354555,0.2550035063535748
410575,0.46508857974344847
186995,0.21370461458272444
283181,0.500198358269044
434215,0.49258791307054767
337331,0.504696101457896
424061,0.1368555040322541
232858,0.08078263089635383
176976,0.43691990348651333
289643,0.764385741629772
261786,0.1157094544520266
160826,0.22270448925996963
148685,0.24505601465611254
184353,0.1743761381255225
129079,0.292254227051171
169069,0.6799556514216822
196926,0.6175641381947706
221111,0.5907538667765657
167852,0.09925847599486824
297652,0.2981272772036578
181938,0.1994778784841016
293370,0.5148156144816737
421379,0.14420736468300507
332561,0.17482235070527657
340723,0.1124865454733382
229097,0.13544805174850258
175449,0.19065590266342758
193445,0.4285226296774413
330554,0.22886395693155964
302817,0.4449401419950831
424238,0.5500428401901976
175232,0.4162193201623442
390273,0.17373050865375309
187554,0.1485764388357157
283526,0.17891119296607094
422721,0.36686878097892417
416240,0.3381463387081732
259330,0.10219869672326559
434371,0.28810716510825835
382582,0.39072987434861167
197878,0.11274344936036125
189555,0.23496729575676528
273167,0.40214360542881755
241255,0.19861376963401597
168675,0.2284544420789016
260249,0.18831706605377913
181438,0.2021618229573675
247375,0.4531059579444741
426054,0.2577838754576819
264562,0.1813202582039872
133340,0.7176358690295355
325719,0.40047854339208827
447395,0.23261540298034766
452598,0.12521970481726644
311400,0.38146589612558124
341080,0.30409757039808644
373081,0.4541864892299788
404162,0.4332098881211718
242418,0.34172755947959754
237969,0.17686752647660503
360771,0.39100184232649543
231795,0.2074731201986094
146290,0.09954757042957431
421260,0.21101535013677267
315059,0.20127003378730488
282509,0.2471012260869812
182155,0.50142745711015
107722,0.16445249647283675
396388,0.4703025090690818
330258,0.4359795430945373
341315,0.7166027897965331
320906,0.2176078180190718
212236,0.09441196775493128
235119,0.09411963750136715
292404,0.2389623257555732
229696,0.38568396926965276
258282,0.09245610263414852
215108,0.09486666314466521
274567,0.28821954325823723
432205,0.3041295074281015
353839,0.1476497938428565
327514,0.5389961305272866
285013,0.13353305351421318
442313,0.1290379065271595
404195,0.5120986915287593
438392,0.20071989855933342
309398,0.3112902887163233
219282,0.3206484653623661
260308,0.392969735565077
135148,0.14312228080418252
445234,0.4695521284852423
168834,0.11226494276979221
329599,0.41852432987292093
362760,0.29470914059312875
163956,0.7680283324935357
445122,0.7979751390146749
251032,0.6043148329352515
351312,0.09471198208792936
302118,0.4861082380332107
359576,0.07777856129234162
171282,0.18812564088142722
352937,0.11601976467387315
449162,0.17693968611456598
421092,0.1910199649242524
141802,0.5700163568149295
108833,0.5241807367774527
148965,0.333208426580548
121902,0.24628877155209405
100242,0.1141896807605152
169654,0.2440983003015669
276094,0.10756684230376398
415451,0.2580404693388862
248819,0.17149723762347832
389326,0.2157209340784724
210540,0.5010628915154571
439749,0.17944613395563166
320069,0.16975394844480182
393996,0.1379479363837922
198943,0.7368230793628516
311392,0.2084800167798445
291040,0.3393440320544013
173126,0.07451882543245447
442873,0.3206228329310596
319254,0.2990484505226358
426528,0.09735293603443032
200805,0.1346045414752106
173889,0.10409440450849038
116171,0.1593566923946485
155997,0.30408848478718936
115874,0.1739182051754257
125263,0.4681894603420924
361455,0.143557175553613
307117,0.393327329056319
199346,0.19662460666419665
444746,0.15377695918003273
211032,0.23157670705381878
201396,0.2785170879394415
252107,0.15022440210087254
244492,0.45351248392958554
287818,0.28797384276778865
316442,0.30727182853151763
366020,0.468560844600813
126061,0.22002469929953683
382315,0.1666302399992675
314882,0.35313004898013856
448535,0.5799596050701964
280609,0.17355556237477227
178743,0.09952805203227551
