SK_ID_CURR,Target
149741,0.09932440260381258
363290,0.0803341471482956
436006,0.17673247402822523
377703,0.13075747960480058
188624,0.17273161738798032
454397,0.32228420143887565
358007,0.11960607005481162
140209,0.21316177252255025
234837,0.06202085094444022
269983,0.13386247059882775
435574,0.1316114823206266
299809,0.18869559453751467
386485,0.1135551886883877
269948,0.2315349830603343
280976,0.22548698184905733
238068,0.09185793626202216
304049,0.1329108635993484
414990,0.06644952426013563
217203,0.0669048672249736
376182,0.054101214542747675
105944,0.09743555183924027
141357,0.12514045167299798
309630,0.13619448459050698
242368,0.18324911689673207
442101,0.27562764742838824
398068,0.12196900335645386
200440,0.16271783669576761
130746,0.1752117934162368
391997,0.08258756559076091
290025,0.1195649523693549
343846,0.15995405634119114
126485,0.0730010992721474
104163,0.170511064001591
362585,0.20586234480142035
208568,0.09463667932254281
223220,0.05011395059471546
115449,0.17256357389590396
157918,0.11933682187113903
235847,0.2631089124643267
424643,0.19281427250717362
260115,0.12447705866684848
101029,0.15041084558946222
209683,0.15583323756931067
332916,0.09205792594919311
170649,0.1659665132687016
148754,0.16821852198569406
322016,0.23799351081544334
410057,0.047484319216114436
400391,0.19776947738505252
303311,0.17273108064902032
306375,0.27384683096683116
349106,0.2505515691380851
276461,0.07092888726746231
410126,0.12327142386192325
150037,0.2698241828735971
454632,0.2047689382101488
174402,0.2413437264814089
261588,0.17695991561052105
348830,0.15423840844854633
340159,0.14018111648405604
389531,0.13364205493518225
162563,0.12816915286793254
334705,0.10143495517122955
304569,0.09691734625542796
310542,0.18616169011661007
308062,0.11055646078095552
261605,0.0937093946370439
322239,0.10014316468295396
117154,0.06899572212424887
364023,0.12349245094789263
348864,0.09599432983450637
345535,0.17246828819857324
228272,0.20888560916861101
418424,0.1862067199093865
383965,0.15937626481524256
145408,0.13862927094519725
427237,0.08528739989855574
264554,0.22306701315889788
174096,0.10735117738001698
354555,0.1890767494047849
410575,0.18020767822749387
186995,0.12795792901190647
283181,0.21449733384057257
434215,0.20699154194108746
337331,0.10258440677567866
424061,0.16124581289371862
232858,0.04372492504031096
176976,0.14232408180865608
289643,0.31832755762464326
261786,0.07069294210695577
160826,0.18525231959632996
148685,0.19506743923096193
184353,0.04759835285512842
129079,0.2554859261253005
169069,0.235129072636251
196926,0.12918659605595642
221111,0.18864213624374399
167852,0.07523084231183802
297652,0.21816338535208735
181938,0.22834699380713497
293370,0.29169406167224204
421379,0.21086081866275355
332561,0.10151219181108771
340723,0.12155728187072048
229097,0.19671020107374865
175449,0.12259764148464945
193445,0.12524200647093606
330554,0.14042221287366566
302817,0.26263488870910245
424238,0.1404891124534617
175232,0.29779382593980436
390273,0.09066377560232519
187554,0.12413683336044823
283526,0.1481687742445292
422721,0.17878473229071348
416240,0.13771629516899414
259330,0.07073280659916192
434371,0.053766073416766605
382582,0.15181163943978812
197878,0.19161714723930967
189555,0.1623859084788784
273167,0.16047335635684953
241255,0.22273269127991682
168675,0.12517760215355414
260249,0.08009669707042759
181438,0.09060757637379924
247375,0.11836217300272324
426054,0.08184332065416286
264562,0.1755187553306587
133340,0.3694081749778312
325719,0.20070511201019348
447395,0.1546051567711216
452598,0.10996547546665758
311400,0.14755802302280652
341080,0.10513668286864095
373081,0.12201870219351649
404162,0.15352934569552867
242418,0.17512208363418308
237969,0.16276934134012044
360771,0.18100913072513752
231795,0.11098611831743926
146290,0.04726179105581951
421260,0.08222946084845165
315059,0.09741965887022598
282509,0.11561739016007508
182155,0.1494343701331066
107722,0.11826343362215762
396388,0.1743677708590603
330258,0.2757134153875929
341315,0.18138860870922682
320906,0.12589769385002095
212236,0.06645147094606005
235119,0.04864675711134671
292404,0.08739305454470901
229696,0.15797218454719486
258282,0.10109338181339676
215108,0.061258020349637524
274567,0.11504606787698406
432205,0.18440281937709457
353839,0.08225499637877126
