nome_munic,codigo_ibge,nome_drs,cod_drs,pop,pop_60,ano_mes,casos_novos,obitos_novos
Fartura,3515400,Bauru,12.0,15644.0,2921.0,2020-04,6,0
Fartura,3515400,Bauru,12.0,15644.0,2921.0,2020-05,1,1
Fartura,3515400,Bauru,12.0,15644.0,2921.0,2020-06,0,0
Fernando Prestes,3515608,São José do Rio Preto,15.0,5572.0,1219.0,2020-02,0,0
Fernando Prestes,3515608,São José do Rio Preto,15.0,5572.0,1219.0,2020-03,0,0
Fernando Prestes,3515608,São José do Rio Preto,15.0,5572.0,1219.0,2020-04,0,0
Fernando Prestes,3515608,São José do Rio Preto,15.0,5572.0,1219.0,2020-05,2,0
Fernando Prestes,3515608,São José do Rio Preto,15.0,5572.0,1219.0,2020-06,1,0
Fernandópolis,3515509,São José do Rio Preto,15.0,66112.0,13714.0,2020-02,0,0
Fernandópolis,3515509,São José do Rio Preto,15.0,66112.0,13714.0,2020-03,0,0
Fernandópolis,3515509,São José do Rio Preto,15.0,66112.0,13714.0,2020-04,10,0
Fernandópolis,3515509,São José do Rio Preto,15.0,66112.0,13714.0,2020-05,50,0
Fernandópolis,3515509,São José do Rio Preto,15.0,66112.0,13714.0,2020-06,9,0
Fernão,3515657,Marília,5.0,1649.0,316.0,2020-02,0,0
Fernão,3515657,Marília,5.0,1649.0,316.0,2020-03,0,0
Fernão,3515657,Marília,5.0,1649.0,316.0,2020-04,0,0
Fernão,3515657,Marília,5.0,1649.0,316.0,2020-05,0,0
Fernão,3515657,Marília,5.0,1649.0,316.0,2020-06,0,0
Ferraz de Vasconcelos,3515707,Grande São Paulo,10.0,193037.0,21049.0,2020-02,0,0
Ferraz de Vasconcelos,3515707,Grande São Paulo,10.0,193037.0,21049.0,2020-03,5,0
Ferraz de Vasconcelos,3515707,Grande São Paulo,10.0,193037.0,21049.0,2020-04,93,6
Ferraz de Vasconcelos,3515707,Grande São Paulo,10.0,193037.0,21049.0,2020-05,304,37
Ferraz de Vasconcelos,3515707,Grande São Paulo,10.0,193037.0,21049.0,2020-06,28,1
Flora Rica,3515806,Presidente Prudente,2.0,1589.0,368.0,2020-02,0,0
Flora Rica,3515806,Presidente Prudente,2.0,1589.0,368.0,2020-03,0,0
Flora Rica,3515806,Presidente Prudente,2.0,1589.0,368.0,2020-04,0,0
Flora Rica,3515806,Presidente Prudente,2.0,1589.0,368.0,2020-05,0,0
Flora Rica,3515806,Presidente Prudente,2.0,1589.0,368.0,2020-06,0,0
Floreal,3515905,São José do Rio Preto,15.0,2856.0,764.0,2020-02,0,0
Floreal,3515905,São José do Rio Preto,15.0,2856.0,764.0,2020-03,0,0
Floreal,3515905,São José do Rio Preto,15.0,2856.0,764.0,2020-04,0,0
Floreal,3515905,São José do Rio Preto,15.0,2856.0,764.0,2020-05,4,0
Floreal,3515905,São José do Rio Preto,15.0,2856.0,764.0,2020-06,0,0
Florínea,3516101,Marília,5.0,2703.0,560.0,2020-02,0,0
Florínea,3516101,Marília,5.0,2703.0,560.0,2020-03,0,0
Florínea,3516101,Marília,5.0,2703.0,560.0,2020-04,0,0
Florínea,3516101,Marília,5.0,2703.0,560.0,2020-05,0,0
Florínea,3516101,Marília,5.0,2703.0,560.0,2020-06,0,0
Flórida Paulista,3516002,Marília,5.0,12120.0,2048.0,2020-02,0,0
Flórida Paulista,3516002,Marília,5.0,12120.0,2048.0,2020-03,0,0
Flórida Paulista,3516002,Marília,5.0,12120.0,2048.0,2020-04,0,0
Flórida Paulista,3516002,Marília,5.0,12120.0,2048.0,2020-05,6,0
Flórida Paulista,3516002,Marília,5.0,12120.0,2048.0,2020-06,1,0
Franca,3516200,Franca,4.0,342125.0,53617.0,2020-02,0,0
Franca,3516200,Franca,4.0,342125.0,53617.0,2020-03,0,0
Franca,3516200,Franca,4.0,342125.0,53617.0,2020-04,18,1
Franca,3516200,Franca,4.0,342125.0,53617.0,2020-05,63,1
Franca,3516200,Franca,4.0,342125.0,53617.0,2020-06,6,0
Francisco Morato,3516309,Grande São Paulo,10.0,174403.0,18701.0,2020-02,0,0
Francisco Morato,3516309,Grande São Paulo,10.0,174403.0,18701.0,2020-03,0,0
Francisco Morato,3516309,Grande São Paulo,10.0,174403.0,18701.0,2020-04,80,6
Francisco Morato,3516309,Grande São Paulo,10.0,174403.0,18701.0,2020-05,327,16
Francisco Morato,3516309,Grande São Paulo,10.0,174403.0,18701.0,2020-06,64,1
Franco da Rocha,3516408,Grande São Paulo,10.0,152201.0,17090.0,2020-02,0,0
Franco da Rocha,3516408,Grande São Paulo,10.0,152201.0,17090.0,2020-03,3,0
Franco da Rocha,3516408,Grande São Paulo,10.0,152201.0,17090.0,2020-04,128,13
Franco da Rocha,3516408,Grande São Paulo,10.0,152201.0,17090.0,2020-05,268,25
Franco da Rocha,3516408,Grande São Paulo,10.0,152201.0,17090.0,2020-06,38,1
Gabriel Monteiro,3516507,Araçatuba,7.0,2684.0,610.0,2020-02,0,0
Gabriel Monteiro,3516507,Araçatuba,7.0,2684.0,610.0,2020-03,0,0
Gabriel Monteiro,3516507,Araçatuba,7.0,2684.0,610.0,2020-04,0,0
Gabriel Monteiro,3516507,Araçatuba,7.0,2684.0,610.0,2020-05,0,0
Gabriel Monteiro,3516507,Araçatuba,7.0,2684.0,610.0,2020-06,2,0
Garça,3516705,Marília,5.0,42483.0,8051.0,2020-02,0,0
Garça,3516705,Marília,5.0,42483.0,8051.0,2020-03,0,0
Garça,3516705,Marília,5.0,42483.0,8051.0,2020-04,4,0
Garça,3516705,Marília,5.0,42483.0,8051.0,2020-05,8,0
Garça,3516705,Marília,5.0,42483.0,8051.0,2020-06,0,0
Gastão Vidigal,3516804,São José do Rio Preto,15.0,4768.0,731.0,2020-02,0,0
Gastão Vidigal,3516804,São José do Rio Preto,15.0,4768.0,731.0,2020-03,0,0
Gastão Vidigal,3516804,São José do Rio Preto,15.0,4768.0,731.0,2020-04,0,0
Gastão Vidigal,3516804,São José do Rio Preto,15.0,4768.0,731.0,2020-05,6,1
Gastão Vidigal,3516804,São José do Rio Preto,15.0,4768.0,731.0,2020-06,3,1
Gavião Peixoto,3516853,Araraquara,8.0,4610.0,622.0,2020-02,0,0
Gavião Peixoto,3516853,Araraquara,8.0,4610.0,622.0,2020-03,0,0
Gavião Peixoto,3516853,Araraquara,8.0,4610.0,622.0,2020-04,0,0
Gavião Peixoto,3516853,Araraquara,8.0,4610.0,622.0,2020-05,5,0
Gavião Peixoto,3516853,Araraquara,8.0,4610.0,622.0,2020-06,2,0
General Salgado,3516903,São José do Rio Preto,15.0,10648.0,2153.0,2020-02,0,0
General Salgado,3516903,São José do Rio Preto,15.0,10648.0,2153.0,2020-03,0,0
General Salgado,3516903,São José do Rio Preto,15.0,10648.0,2153.0,2020-04,0,0
General Salgado,3516903,São José do Rio Preto,15.0,10648.0,2153.0,2020-05,3,0
General Salgado,3516903,São José do Rio Preto,15.0,10648.0,2153.0,2020-06,3,0
Getulina,3517000,Bauru,12.0,10847.0,1805.0,2020-02,0,0
Getulina,3517000,Bauru,12.0,10847.0,1805.0,2020-03,0,0
Getulina,3517000,Bauru,12.0,10847.0,1805.0,2020-04,0,0
Getulina,3517000,Bauru,12.0,10847.0,1805.0,2020-05,1,0
Getulina,3517000,Bauru,12.0,10847.0,1805.0,2020-06,0,0
Glicério,3517109,Araçatuba,7.0,4749.0,881.0,2020-02,0,0
Glicério,3517109,Araçatuba,7.0,4749.0,881.0,2020-03,0,0
Glicério,3517109,Araçatuba,7.0,4749.0,881.0,2020-04,0,0
Glicério,3517109,Araçatuba,7.0,4749.0,881.0,2020-05,0,0
Glicério,3517109,Araçatuba,7.0,4749.0,881.0,2020-06,0,0
Guaimbê,3517307,Marília,5.0,5534.0,928.0,2020-02,0,0
Guaimbê,3517307,Marília,5.0,5534.0,928.0,2020-03,0,0
Guaimbê,3517307,Marília,5.0,5534.0,928.0,2020-04,0,0
Guaimbê,3517307,Marília,5.0,5534.0,928.0,2020-05,2,0
Guaimbê,3517307,Marília,5.0,5534.0,928.0,2020-06,0,0
Guaiçara,3517208,Bauru,12.0,11947.0,1725.0,2020-02,0,0
Guaiçara,3517208,Bauru,12.0,11947.0,1725.0,2020-03,0,0
Guaiçara,3517208,Bauru,12.0,11947.0,1725.0,2020-04,0,0
Guaiçara,3517208,Bauru,12.0,11947.0,1725.0,2020-05,2,0
Guaiçara,3517208,Bauru,12.0,11947.0,1725.0,2020-06,1,0
Guapiara,3517604,Sorocaba,6.0,17775.0,2764.0,2020-02,0,0
Guapiara,3517604,Sorocaba,6.0,17775.0,2764.0,2020-03,0,0
Guapiara,3517604,Sorocaba,6.0,17775.0,2764.0,2020-04,0,0
Guapiara,3517604,Sorocaba,6.0,17775.0,2764.0,2020-05,4,0
Guapiara,3517604,Sorocaba,6.0,17775.0,2764.0,2020-06,0,0
Guapiaçu,3517505,São José do Rio Preto,15.0,20848.0,3357.0,2020-02,0,0
Guapiaçu,3517505,São José do Rio Preto,15.0,20848.0,3357.0,2020-03,0,0
Guapiaçu,3517505,São José do Rio Preto,15.0,20848.0,3357.0,2020-04,0,0
Guapiaçu,3517505,São José do Rio Preto,15.0,20848.0,3357.0,2020-05,39,3
Guapiaçu,3517505,São José do Rio Preto,15.0,20848.0,3357.0,2020-06,1,1
Guaraci,3517901,Barretos,16.0,10978.0,1661.0,2020-02,0,0
Guaraci,3517901,Barretos,16.0,10978.0,1661.0,2020-03,0,0
Guaraci,3517901,Barretos,16.0,10978.0,1661.0,2020-04,0,0
Guaraci,3517901,Barretos,16.0,10978.0,1661.0,2020-05,1,0
Guaraci,3517901,Barretos,16.0,10978.0,1661.0,2020-06,1,0
Guarani d'Oeste,3518008,São José do Rio Preto,15.0,1922.0,411.0,2020-02,0,0
Guarani d'Oeste,3518008,São José do Rio Preto,15.0,1922.0,411.0,2020-03,0,0
Guarani d'Oeste,3518008,São José do Rio Preto,15.0,1922.0,411.0,2020-04,0,0
Guarani d'Oeste,3518008,São José do Rio Preto,15.0,1922.0,411.0,2020-05,1,0
Guarani d'Oeste,3518008,São José do Rio Preto,15.0,1922.0,411.0,2020-06,0,0
Guarantã,3518107,Marília,5.0,6477.0,1045.0,2020-02,0,0
Guarantã,3518107,Marília,5.0,6477.0,1045.0,2020-03,0,0
Guarantã,3518107,Marília,5.0,6477.0,1045.0,2020-04,0,0
Guarantã,3518107,Marília,5.0,6477.0,1045.0,2020-05,6,0
Guarantã,3518107,Marília,5.0,6477.0,1045.0,2020-06,2,0
Guararapes,3518206,Araçatuba,7.0,32076.0,5806.0,2020-02,0,0
Guararapes,3518206,Araçatuba,7.0,32076.0,5806.0,2020-03,0,0
Guararapes,3518206,Araçatuba,7.0,32076.0,5806.0,2020-04,6,0
Guararapes,3518206,Araçatuba,7.0,32076.0,5806.0,2020-05,11,1
Guararapes,3518206,Araçatuba,7.0,32076.0,5806.0,2020-06,1,0
Guararema,3518305,Grande São Paulo,10.0,29429.0,4163.0,2020-02,0,0
Guararema,3518305,Grande São Paulo,10.0,29429.0,4163.0,2020-03,0,0
Guararema,3518305,Grande São Paulo,10.0,29429.0,4163.0,2020-04,4,1
Guararema,3518305,Grande São Paulo,10.0,29429.0,4163.0,2020-05,38,4
Guararema,3518305,Grande São Paulo,10.0,29429.0,4163.0,2020-06,5,0
Guaratinguetá,3518404,Taubaté,17.0,118345.0,20362.0,2020-02,0,0
Guaratinguetá,3518404,Taubaté,17.0,118345.0,20362.0,2020-03,0,0
Guaratinguetá,3518404,Taubaté,17.0,118345.0,20362.0,2020-04,3,0
Guaratinguetá,3518404,Taubaté,17.0,118345.0,20362.0,2020-05,25,2
Guaratinguetá,3518404,Taubaté,17.0,118345.0,20362.0,2020-06,4,0
Guaraçaí,3517802,Araçatuba,7.0,8412.0,1780.0,2020-02,0,0
Guaraçaí,3517802,Araçatuba,7.0,8412.0,1780.0,2020-03,0,0
Guaraçaí,3517802,Araçatuba,7.0,8412.0,1780.0,2020-04,0,0
Guaraçaí,3517802,Araçatuba,7.0,8412.0,1780.0,2020-05,3,0
Guaraçaí,3517802,Araçatuba,7.0,8412.0,1780.0,2020-06,0,0
Guareí,3518503,Sorocaba,6.0,15750.0,1965.0,2020-02,0,0
Guareí,3518503,Sorocaba,6.0,15750.0,1965.0,2020-03,0,0
Guareí,3518503,Sorocaba,6.0,15750.0,1965.0,2020-04,0,0
Guareí,3518503,Sorocaba,6.0,15750.0,1965.0,2020-05,5,0
Guareí,3518503,Sorocaba,6.0,15750.0,1965.0,2020-06,21,0
Guariba,3518602,Ribeirão Preto,1.0,39021.0,4860.0,2020-02,0,0
Guariba,3518602,Ribeirão Preto,1.0,39021.0,4860.0,2020-03,0,0
Guariba,3518602,Ribeirão Preto,1.0,39021.0,4860.0,2020-04,1,0
Guariba,3518602,Ribeirão Preto,1.0,39021.0,4860.0,2020-05,7,0
Guariba,3518602,Ribeirão Preto,1.0,39021.0,4860.0,2020-06,15,0
Guarujá,3518701,Baixada Santista,13.0,316405.0,41402.0,2020-02,0,0
Guarujá,3518701,Baixada Santista,13.0,316405.0,41402.0,2020-03,1,0
Guarujá,3518701,Baixada Santista,13.0,316405.0,41402.0,2020-04,161,7
Guarujá,3518701,Baixada Santista,13.0,316405.0,41402.0,2020-05,651,45
Guarujá,3518701,Baixada Santista,13.0,316405.0,41402.0,2020-06,481,9
Guarulhos,3518800,Grande São Paulo,10.0,1351275.0,162662.0,2020-02,0,0
Guarulhos,3518800,Grande São Paulo,10.0,1351275.0,162662.0,2020-03,21,2
Guarulhos,3518800,Grande São Paulo,10.0,1351275.0,162662.0,2020-04,716,68
Guarulhos,3518800,Grande São Paulo,10.0,1351275.0,162662.0,2020-05,2020,213
Guarulhos,3518800,Grande São Paulo,10.0,1351275.0,162662.0,2020-06,361,41
Guará,3517703,Franca,4.0,20824.0,3029.0,2020-02,0,0
Guará,3517703,Franca,4.0,20824.0,3029.0,2020-03,0,0
Guará,3517703,Franca,4.0,20824.0,3029.0,2020-04,1,1
Guará,3517703,Franca,4.0,20824.0,3029.0,2020-05,0,0
Guará,3517703,Franca,4.0,20824.0,3029.0,2020-06,0,0
Guatapará,3518859,Ribeirão Preto,1.0,7440.0,1216.0,2020-02,0,0
Guatapará,3518859,Ribeirão Preto,1.0,7440.0,1216.0,2020-03,0,0
Guatapará,3518859,Ribeirão Preto,1.0,7440.0,1216.0,2020-04,0,0
Guatapará,3518859,Ribeirão Preto,1.0,7440.0,1216.0,2020-05,0,0
Guatapará,3518859,Ribeirão Preto,1.0,7440.0,1216.0,2020-06,0,0
Guaíra,3517406,Barretos,16.0,39061.0,6516.0,2020-02,0,0
Guaíra,3517406,Barretos,16.0,39061.0,6516.0,2020-03,0,0
Guaíra,3517406,Barretos,16.0,39061.0,6516.0,2020-04,2,0
Guaíra,3517406,Barretos,16.0,39061.0,6516.0,2020-05,26,0
Guaíra,3517406,Barretos,16.0,39061.0,6516.0,2020-06,4,0
Guzolândia,3518909,Araçatuba,7.0,5107.0,896.0,2020-02,0,0
Guzolândia,3518909,Araçatuba,7.0,5107.0,896.0,2020-03,0,0
Guzolândia,3518909,Araçatuba,7.0,5107.0,896.0,2020-04,1,0
Guzolândia,3518909,Araçatuba,7.0,5107.0,896.0,2020-05,0,0
Guzolândia,3518909,Araçatuba,7.0,5107.0,896.0,2020-06,0,0
Gália,3516606,Marília,5.0,6563.0,1438.0,2020-02,0,0
Gália,3516606,Marília,5.0,6563.0,1438.0,2020-03,0,0
Gália,3516606,Marília,5.0,6563.0,1438.0,2020-04,0,0
Gália,3516606,Marília,5.0,6563.0,1438.0,2020-05,0,0
Gália,3516606,Marília,5.0,6563.0,1438.0,2020-06,0,0
Herculândia,3519006,Marília,5.0,9260.0,1500.0,2020-02,0,0
Herculândia,3519006,Marília,5.0,9260.0,1500.0,2020-03,0,0
Herculândia,3519006,Marília,5.0,9260.0,1500.0,2020-04,0,0
Herculândia,3519006,Marília,5.0,9260.0,1500.0,2020-05,6,0
Herculândia,3519006,Marília,5.0,9260.0,1500.0,2020-06,1,0
Holambra,3519055,Campinas,3.0,14493.0,1881.0,2020-02,0,0
Holambra,3519055,Campinas,3.0,14493.0,1881.0,2020-03,0,0
Holambra,3519055,Campinas,3.0,14493.0,1881.0,2020-04,2,0
Holambra,3519055,Campinas,3.0,14493.0,1881.0,2020-05,11,0
Holambra,3519055,Campinas,3.0,14493.0,1881.0,2020-06,1,0
Hortolândia,3519071,Campinas,3.0,230268.0,26129.0,2020-02,0,0
Hortolândia,3519071,Campinas,3.0,230268.0,26129.0,2020-03,1,0
Hortolândia,3519071,Campinas,3.0,230268.0,26129.0,2020-04,25,2
Hortolândia,3519071,Campinas,3.0,230268.0,26129.0,2020-05,126,10
Hortolândia,3519071,Campinas,3.0,230268.0,26129.0,2020-06,25,0
Iacanga,3519105,Bauru,12.0,11306.0,1824.0,2020-02,0,0
Iacanga,3519105,Bauru,12.0,11306.0,1824.0,2020-03,0,0
Iacanga,3519105,Bauru,12.0,11306.0,1824.0,2020-04,0,0
Iacanga,3519105,Bauru,12.0,11306.0,1824.0,2020-05,2,0
Iacanga,3519105,Bauru,12.0,11306.0,1824.0,2020-06,0,0
Iacri,3519204,Marília,5.0,6272.0,1251.0,2020-02,0,0
Iacri,3519204,Marília,5.0,6272.0,1251.0,2020-03,0,0
Iacri,3519204,Marília,5.0,6272.0,1251.0,2020-04,0,0
Iacri,3519204,Marília,5.0,6272.0,1251.0,2020-05,2,0
Iacri,3519204,Marília,5.0,6272.0,1251.0,2020-06,0,0
Iaras,3519253,Bauru,12.0,6894.0,888.0,2020-02,0,0
Iaras,3519253,Bauru,12.0,6894.0,888.0,2020-03,0,0
Iaras,3519253,Bauru,12.0,6894.0,888.0,2020-04,0,0
Iaras,3519253,Bauru,12.0,6894.0,888.0,2020-05,0,0
Iaras,3519253,Bauru,12.0,6894.0,888.0,2020-06,0,0
Ibaté,3519303,Araraquara,8.0,34738.0,4113.0,2020-02,0,0
Ibaté,3519303,Araraquara,8.0,34738.0,4113.0,2020-03,0,0
Ibaté,3519303,Araraquara,8.0,34738.0,4113.0,2020-04,0,0
Ibaté,3519303,Araraquara,8.0,34738.0,4113.0,2020-05,22,0
Ibaté,3519303,Araraquara,8.0,34738.0,4113.0,2020-06,7,0
Ibirarema,3519501,Marília,5.0,7509.0,1151.0,2020-02,0,0
Ibirarema,3519501,Marília,5.0,7509.0,1151.0,2020-03,0,0
Ibirarema,3519501,Marília,5.0,7509.0,1151.0,2020-04,0,0
Ibirarema,3519501,Marília,5.0,7509.0,1151.0,2020-05,5,0
Ibirarema,3519501,Marília,5.0,7509.0,1151.0,2020-06,1,0
Ibirá,3519402,São José do Rio Preto,15.0,12059.0,2221.0,2020-02,0,0
Ibirá,3519402,São José do Rio Preto,15.0,12059.0,2221.0,2020-03,0,0
Ibirá,3519402,São José do Rio Preto,15.0,12059.0,2221.0,2020-04,2,0
Ibirá,3519402,São José do Rio Preto,15.0,12059.0,2221.0,2020-05,2,0
Ibirá,3519402,São José do Rio Preto,15.0,12059.0,2221.0,2020-06,0,0
Ibitinga,3519600,Araraquara,8.0,58501.0,9244.0,2020-02,0,0
Ibitinga,3519600,Araraquara,8.0,58501.0,9244.0,2020-03,0,0
Ibitinga,3519600,Araraquara,8.0,58501.0,9244.0,2020-04,1,0
Ibitinga,3519600,Araraquara,8.0,58501.0,9244.0,2020-05,30,2
Ibitinga,3519600,Araraquara,8.0,58501.0,9244.0,2020-06,4,0
Ibiúna,3519709,Sorocaba,6.0,76430.0,10936.0,2020-02,0,0
Ibiúna,3519709,Sorocaba,6.0,76430.0,10936.0,2020-03,0,0
Ibiúna,3519709,Sorocaba,6.0,76430.0,10936.0,2020-04,7,0
Ibiúna,3519709,Sorocaba,6.0,76430.0,10936.0,2020-05,66,3
Ibiúna,3519709,Sorocaba,6.0,76430.0,10936.0,2020-06,3,1
Icém,3519808,São José do Rio Preto,15.0,8032.0,1170.0,2020-02,0,0
Icém,3519808,São José do Rio Preto,15.0,8032.0,1170.0,2020-03,0,0
Icém,3519808,São José do Rio Preto,15.0,8032.0,1170.0,2020-04,0,0
Icém,3519808,São José do Rio Preto,15.0,8032.0,1170.0,2020-05,0,0
Icém,3519808,São José do Rio Preto,15.0,8032.0,1170.0,2020-06,0,0
Iepê,3519907,Presidente Prudente,2.0,7921.0,1461.0,2020-02,0,0
Iepê,3519907,Presidente Prudente,2.0,7921.0,1461.0,2020-03,0,0
Iepê,3519907,Presidente Prudente,2.0,7921.0,1461.0,2020-04,1,1
Iepê,3519907,Presidente Prudente,2.0,7921.0,1461.0,2020-05,0,0
Iepê,3519907,Presidente Prudente,2.0,7921.0,1461.0,2020-06,0,0
Igarapava,3520103,Franca,4.0,29456.0,4921.0,2020-02,0,0
Igarapava,3520103,Franca,4.0,29456.0,4921.0,2020-03,0,0
Igarapava,3520103,Franca,4.0,29456.0,4921.0,2020-04,1,0
Igarapava,3520103,Franca,4.0,29456.0,4921.0,2020-05,5,0
Igarapava,3520103,Franca,4.0,29456.0,4921.0,2020-06,1,1
Igaratá,3520202,Taubaté,17.0,9312.0,1532.0,2020-02,0,0
Igaratá,3520202,Taubaté,17.0,9312.0,1532.0,2020-03,0,0
Igaratá,3520202,Taubaté,17.0,9312.0,1532.0,2020-04,5,0
Igaratá,3520202,Taubaté,17.0,9312.0,1532.0,2020-05,42,0
Igaratá,3520202,Taubaté,17.0,9312.0,1532.0,2020-06,4,1
Igaraçu do Tietê,3520004,Bauru,12.0,24135.0,3410.0,2020-02,0,0
Igaraçu do Tietê,3520004,Bauru,12.0,24135.0,3410.0,2020-03,0,0
Igaraçu do Tietê,3520004,Bauru,12.0,24135.0,3410.0,2020-04,2,0
Igaraçu do Tietê,3520004,Bauru,12.0,24135.0,3410.0,2020-05,19,0
Igaraçu do Tietê,3520004,Bauru,12.0,24135.0,3410.0,2020-06,1,1
Iguape,3520301,Registro,9.0,29465.0,5406.0,2020-02,0,0
Iguape,3520301,Registro,9.0,29465.0,5406.0,2020-03,0,0
Iguape,3520301,Registro,9.0,29465.0,5406.0,2020-04,8,0
Iguape,3520301,Registro,9.0,29465.0,5406.0,2020-05,30,0
Iguape,3520301,Registro,9.0,29465.0,5406.0,2020-06,2,0
Ilha Comprida,3520426,Registro,9.0,10296.0,2235.0,2020-02,0,0
Ilha Comprida,3520426,Registro,9.0,10296.0,2235.0,2020-03,0,0
Ilha Comprida,3520426,Registro,9.0,10296.0,2235.0,2020-04,14,1
Ilha Comprida,3520426,Registro,9.0,10296.0,2235.0,2020-05,14,1
Ilha Comprida,3520426,Registro,9.0,10296.0,2235.0,2020-06,7,0
Ilha Solteira,3520442,Araçatuba,7.0,25748.0,5242.0,2020-02,0,0
Ilha Solteira,3520442,Araçatuba,7.0,25748.0,5242.0,2020-03,0,0
Ilha Solteira,3520442,Araçatuba,7.0,25748.0,5242.0,2020-04,3,0
Ilha Solteira,3520442,Araçatuba,7.0,25748.0,5242.0,2020-05,8,0
Ilha Solteira,3520442,Araçatuba,7.0,25748.0,5242.0,2020-06,0,0
Ilhabela,3520400,Taubaté,17.0,33470.0,3732.0,2020-02,0,0
Ilhabela,3520400,Taubaté,17.0,33470.0,3732.0,2020-03,0,0
Ilhabela,3520400,Taubaté,17.0,33470.0,3732.0,2020-04,5,0
Ilhabela,3520400,Taubaté,17.0,33470.0,3732.0,2020-05,40,2
Ilhabela,3520400,Taubaté,17.0,33470.0,3732.0,2020-06,0,0
Indaiatuba,3520509,Campinas,3.0,242868.0,33887.0,2020-02,0,0
Indaiatuba,3520509,Campinas,3.0,242868.0,33887.0,2020-03,0,0
Indaiatuba,3520509,Campinas,3.0,242868.0,33887.0,2020-04,25,4
Indaiatuba,3520509,Campinas,3.0,242868.0,33887.0,2020-05,105,16
Indaiatuba,3520509,Campinas,3.0,242868.0,33887.0,2020-06,25,0
Indiana,3520608,Presidente Prudente,2.0,4775.0,891.0,2020-02,0,0
Indiana,3520608,Presidente Prudente,2.0,4775.0,891.0,2020-03,0,0
Indiana,3520608,Presidente Prudente,2.0,4775.0,891.0,2020-04,0,0
Indiana,3520608,Presidente Prudente,2.0,4775.0,891.0,2020-05,11,0
Indiana,3520608,Presidente Prudente,2.0,4775.0,891.0,2020-06,4,0
Indiaporã,3520707,São José do Rio Preto,15.0,3854.0,934.0,2020-02,0,0
Indiaporã,3520707,São José do Rio Preto,15.0,3854.0,934.0,2020-03,0,0
Indiaporã,3520707,São José do Rio Preto,15.0,3854.0,934.0,2020-04,0,0
Indiaporã,3520707,São José do Rio Preto,15.0,3854.0,934.0,2020-05,1,0
Indiaporã,3520707,São José do Rio Preto,15.0,3854.0,934.0,2020-06,2,0
Inúbia Paulista,3520806,Marília,5.0,3892.0,690.0,2020-02,0,0
Inúbia Paulista,3520806,Marília,5.0,3892.0,690.0,2020-03,0,0
Inúbia Paulista,3520806,Marília,5.0,3892.0,690.0,2020-04,0,0
Inúbia Paulista,3520806,Marília,5.0,3892.0,690.0,2020-05,1,0
Inúbia Paulista,3520806,Marília,5.0,3892.0,690.0,2020-06,1,0
Ipaussu,3520905,Marília,5.0,14506.0,2258.0,2020-02,0,0
Ipaussu,3520905,Marília,5.0,14506.0,2258.0,2020-03,0,0
Ipaussu,3520905,Marília,5.0,14506.0,2258.0,2020-04,0,0
Ipaussu,3520905,Marília,5.0,14506.0,2258.0,2020-05,0,0
Ipaussu,3520905,Marília,5.0,14506.0,2258.0,2020-06,0,0
Iperó,3521002,Sorocaba,6.0,34352.0,4001.0,2020-02,0,0
Iperó,3521002,Sorocaba,6.0,34352.0,4001.0,2020-03,0,0
Iperó,3521002,Sorocaba,6.0,34352.0,4001.0,2020-04,0,0
Iperó,3521002,Sorocaba,6.0,34352.0,4001.0,2020-05,13,0
Iperó,3521002,Sorocaba,6.0,34352.0,4001.0,2020-06,6,0
Ipeúna,3521101,Piracicaba,11.0,7571.0,942.0,2020-02,0,0
Ipeúna,3521101,Piracicaba,11.0,7571.0,942.0,2020-03,0,0
Ipeúna,3521101,Piracicaba,11.0,7571.0,942.0,2020-04,0,0
Ipeúna,3521101,Piracicaba,11.0,7571.0,942.0,2020-05,2,0
Ipeúna,3521101,Piracicaba,11.0,7571.0,942.0,2020-06,2,0
Ipiguá,3521150,São José do Rio Preto,15.0,5231.0,946.0,2020-02,0,0
Ipiguá,3521150,São José do Rio Preto,15.0,5231.0,946.0,2020-03,0,0
Ipiguá,3521150,São José do Rio Preto,15.0,5231.0,946.0,2020-04,0,0
Ipiguá,3521150,São José do Rio Preto,15.0,5231.0,946.0,2020-05,5,2
Ipiguá,3521150,São José do Rio Preto,15.0,5231.0,946.0,2020-06,0,0
Iporanga,3521200,Registro,9.0,4407.0,657.0,2020-02,0,0
Iporanga,3521200,Registro,9.0,4407.0,657.0,2020-03,0,0
Iporanga,3521200,Registro,9.0,4407.0,657.0,2020-04,0,0
Iporanga,3521200,Registro,9.0,4407.0,657.0,2020-05,0,0
Iporanga,3521200,Registro,9.0,4407.0,657.0,2020-06,0,0
Ipuã,3521309,Franca,4.0,15861.0,2027.0,2020-02,0,0
Ipuã,3521309,Franca,4.0,15861.0,2027.0,2020-03,0,0
Ipuã,3521309,Franca,4.0,15861.0,2027.0,2020-04,0,0
Ipuã,3521309,Franca,4.0,15861.0,2027.0,2020-05,18,0
Ipuã,3521309,Franca,4.0,15861.0,2027.0,2020-06,3,0
Iracemápolis,3521408,Piracicaba,11.0,23654.0,3298.0,2020-02,0,0
Iracemápolis,3521408,Piracicaba,11.0,23654.0,3298.0,2020-03,0,0
Iracemápolis,3521408,Piracicaba,11.0,23654.0,3298.0,2020-04,0,0
Iracemápolis,3521408,Piracicaba,11.0,23654.0,3298.0,2020-05,33,0
